Year,Month,State,County,Rate
2015,October,West Virginia,Wood County,5.2
2015,October,West Virginia,Upshur County,6.6
2015,October,West Virginia,Monongalia County,3.8
2015,October,West Virginia,Brooke County,6.1
2015,October,West Virginia,Ritchie County,5.9
2015,October,West Virginia,Marion County,5.9
2015,October,West Virginia,Hancock County,6.6
2015,October,West Virginia,Cabell County,4.2
2015,October,West Virginia,Wyoming County,8.8
2015,October,West Virginia,Lincoln County,8.2
2015,October,West Virginia,Jackson County,6
2015,October,West Virginia,Mineral County,5.7
2015,October,West Virginia,Randolph County,5.6
2015,October,West Virginia,Mingo County,12.3
2015,October,West Virginia,Summers County,6.2
2015,October,West Virginia,Logan County,10.3
2015,October,West Virginia,Mercer County,6.2
2015,October,West Virginia,Ohio County,4.5
2015,October,West Virginia,Clay County,8.7
2015,October,West Virginia,Roane County,9.3
2015,October,West Virginia,Raleigh County,6.3
2015,October,West Virginia,Boone County,9.3
2015,October,West Virginia,Taylor County,5
2015,October,West Virginia,Berkeley County,4
2015,October,West Virginia,Wetzel County,7.7
2015,October,West Virginia,Doddridge County,4.9
2015,October,West Virginia,Harrison County,5.5
2015,October,West Virginia,Putnam County,4.4
2015,October,West Virginia,Barbour County,5.6
2015,October,West Virginia,Hardy County,5.7
2015,October,West Virginia,Hampshire County,4
2015,October,West Virginia,Morgan County,4.3
2015,October,West Virginia,Tucker County,4.9
2015,October,West Virginia,Lewis County,7.4
2015,October,West Virginia,Fayette County,7
2015,October,West Virginia,Gilmer County,6.9
2015,October,West Virginia,Nicholas County,8
2015,October,West Virginia,Grant County,5.4
2015,October,West Virginia,Braxton County,7
2015,October,West Virginia,Pendleton County,4.1
2015,October,West Virginia,Webster County,6.1
2015,October,West Virginia,McDowell County,11.2
2015,October,West Virginia,Pocahontas County,7.7
2015,October,South Carolina,Sumter County,6.6
2015,October,South Carolina,Calhoun County,6.9
2015,October,South Carolina,Colleton County,6.4
2015,October,South Carolina,Greenville County,4.6
2015,October,South Carolina,Dillon County,8.3
2015,October,South Carolina,Hampton County,7.5
2015,October,South Carolina,Lee County,8
2015,October,South Carolina,Anderson County,4.9
2015,October,South Carolina,Edgefield County,7.5
2015,October,South Carolina,Jasper County,4.5
2015,October,South Carolina,Charleston County,4.5
2015,October,South Carolina,Dorchester County,5.2
2015,October,South Carolina,Bamberg County,10.5
2015,October,South Carolina,Darlington County,7.1
2015,October,South Carolina,Fairfield County,7.8
2015,October,South Carolina,Marion County,9.8
2015,October,South Carolina,Lexington County,4.7
2015,October,South Carolina,Allendale County,10.1
2015,October,South Carolina,Marlboro County,9.9
2015,October,South Carolina,Chester County,7.8
2015,October,South Carolina,Williamsburg County,10.6
2015,October,South Carolina,Union County,7
2015,October,South Carolina,Berkeley County,5.2
2015,October,South Carolina,York County,5.1
2015,October,South Carolina,Orangeburg County,11.1
2015,October,South Carolina,Lancaster County,5.9
2015,October,South Carolina,Horry County,6.4
2015,October,South Carolina,Abbeville County,6.5
2015,October,South Carolina,Cherokee County,6.5
2015,October,South Carolina,McCormick County,6.6
2015,October,South Carolina,Florence County,6.2
2015,October,South Carolina,Clarendon County,7.6
2015,October,South Carolina,Chesterfield County,5.6
2015,October,South Carolina,Spartanburg County,5.2
2015,October,South Carolina,Richland County,5.7
2015,October,South Carolina,Beaufort County,5
2015,October,South Carolina,Saluda County,5.1
2015,October,South Carolina,Kershaw County,5.8
2015,October,South Carolina,Aiken County,5.8
2015,October,South Carolina,Barnwell County,8.2
2015,October,South Carolina,Oconee County,5.2
2015,October,South Carolina,Pickens County,5.2
2015,October,South Carolina,Newberry County,4.8
2015,October,South Carolina,Georgetown County,9
2015,October,South Carolina,Greenwood County,5.8
2015,October,South Carolina,Laurens County,5.8
2015,October,New Hampshire,Rockingham County,3.1
2015,October,New Hampshire,Grafton County,2.5
2015,October,New Hampshire,Carroll County,3.1
2015,October,New Hampshire,Strafford County,2.6
2015,October,New Hampshire,Coos County,3.6
2015,October,New Hampshire,Belknap County,2.8
2015,October,New Hampshire,Cheshire County,2.7
2015,October,New Hampshire,Hillsborough County,3.1
2015,October,New Hampshire,Sullivan County,2.5
2015,October,New Hampshire,Merrimack County,2.6
2015,October,Wisconsin,Waupaca County,3.9
2015,October,Wisconsin,Menominee County,8.1
2015,October,Wisconsin,Sheboygan County,3.3
2015,October,Wisconsin,Green County,3.1
2015,October,Wisconsin,Kenosha County,4.6
2015,October,Wisconsin,Jefferson County,3.6
2015,October,Wisconsin,La Crosse County,3.4
2015,October,Wisconsin,Pepin County,3.1
2015,October,Wisconsin,Sawyer County,6.1
2015,October,Wisconsin,Lafayette County,3
2015,October,Wisconsin,Outagamie County,3.3
2015,October,Wisconsin,Manitowoc County,4.3
2015,October,Wisconsin,Wood County,4.4
2015,October,Wisconsin,Buffalo County,3.9
2015,October,Wisconsin,Marquette County,4.9
2015,October,Wisconsin,Calumet County,3.1
2015,October,Wisconsin,Eau Claire County,3.2
2015,October,Wisconsin,Adams County,5.8
2015,October,Wisconsin,Marinette County,5
2015,October,Wisconsin,Waukesha County,3.4
2015,October,Wisconsin,Polk County,3.9
2015,October,Wisconsin,Marathon County,3.4
2015,October,Wisconsin,Ozaukee County,3.4
2015,October,Wisconsin,Burnett County,6
2015,October,Wisconsin,Ashland County,5
2015,October,Wisconsin,Lincoln County,4.2
2015,October,Wisconsin,Jackson County,3.9
2015,October,Wisconsin,Rusk County,4.7
2015,October,Wisconsin,Green Lake County,4.3
2015,October,Wisconsin,Kewaunee County,3.3
2015,October,Wisconsin,Shawano County,4.2
2015,October,Wisconsin,Vilas County,5.4
2015,October,Wisconsin,Rock County,4.5
2015,October,Wisconsin,Barron County,4
2015,October,Wisconsin,Pierce County,3.4
2015,October,Wisconsin,Door County,4.3
2015,October,Wisconsin,Saint Croix County,3.2
2015,October,Wisconsin,Winnebago County,3.7
2015,October,Wisconsin,Walworth County,4
2015,October,Wisconsin,Taylor County,3.3
2015,October,Wisconsin,Milwaukee County,5.3
2015,October,Wisconsin,Dodge County,3.7
2015,October,Wisconsin,Chippewa County,3.8
2015,October,Wisconsin,Washington County,3.3
2015,October,Wisconsin,Brown County,3.5
2015,October,Wisconsin,Clark County,3.5
2015,October,Wisconsin,Sauk County,3.5
2015,October,Wisconsin,Dunn County,3.6
2015,October,Wisconsin,Oneida County,4.6
2015,October,Wisconsin,Racine County,4.9
2015,October,Wisconsin,Juneau County,4.3
2015,October,Wisconsin,Douglas County,4.2
2015,October,Wisconsin,Florence County,6
2015,October,Wisconsin,Oconto County,4.2
2015,October,Wisconsin,Monroe County,3.7
2015,October,Wisconsin,Bayfield County,6.2
2015,October,Wisconsin,Richland County,3.5
2015,October,Wisconsin,Iron County,6.6
2015,October,Wisconsin,Columbia County,3.6
2015,October,Wisconsin,Price County,3.7
2015,October,Wisconsin,Portage County,3.6
2015,October,Wisconsin,Vernon County,3.5
2015,October,Wisconsin,Grant County,3.6
2015,October,Wisconsin,Crawford County,4.8
2015,October,Wisconsin,Washburn County,4.7
2015,October,Wisconsin,Iowa County,3.2
2015,October,Wisconsin,Trempealeau County,3.1
2015,October,Wisconsin,Fond du Lac County,3.4
2015,October,Wisconsin,Langlade County,5.1
2015,October,Wisconsin,Waushara County,5.2
2015,October,Wisconsin,Forest County,5.9
2015,October,Wisconsin,Dane County,2.8
2015,October,Vermont,Caledonia County,3.8
2015,October,Vermont,Chittenden County,2.3
2015,October,Vermont,Essex County,5.9
2015,October,Vermont,Windham County,3.1
2015,October,Vermont,Lamoille County,3.6
2015,October,Vermont,Addison County,3
2015,October,Vermont,Washington County,2.9
2015,October,Vermont,Franklin County,3
2015,October,Vermont,Bennington County,3.8
2015,October,Vermont,Windsor County,2.9
2015,October,Vermont,Orange County,2.8
2015,October,Vermont,Grand Isle County,3.3
2015,October,Vermont,Orleans County,4.6
2015,October,Vermont,Rutland County,3.7
2015,October,North Dakota,Renville County,2.8
2015,October,North Dakota,Williams County,2.3
2015,October,North Dakota,Stutsman County,1.7
2015,October,North Dakota,Eddy County,2.8
2015,October,North Dakota,Slope County,1.8
2015,October,North Dakota,Emmons County,3.3
2015,October,North Dakota,Traill County,1.7
2015,October,North Dakota,Griggs County,1.6
2015,October,North Dakota,Morton County,1.9
2015,October,North Dakota,Towner County,1.7
2015,October,North Dakota,Dickey County,1.6
2015,October,North Dakota,Ramsey County,2.2
2015,October,North Dakota,Adams County,2
2015,October,North Dakota,Bowman County,1.4
2015,October,North Dakota,Sioux County,3
2015,October,North Dakota,Ward County,2.4
2015,October,North Dakota,McLean County,2.2
2015,October,North Dakota,Burleigh County,1.5
2015,October,North Dakota,Steele County,1.5
2015,October,North Dakota,Cavalier County,1.7
2015,October,North Dakota,Mountrail County,1.9
2015,October,North Dakota,Bottineau County,3.2
2015,October,North Dakota,Ransom County,1.3
2015,October,North Dakota,Logan County,1.7
2015,October,North Dakota,Mercer County,2.9
2015,October,North Dakota,Foster County,1.8
2015,October,North Dakota,McHenry County,2.5
2015,October,North Dakota,Cass County,1.5
2015,October,North Dakota,Benson County,2.8
2015,October,North Dakota,Nelson County,2.3
2015,October,North Dakota,McKenzie County,2.2
2015,October,North Dakota,Pierce County,2.6
2015,October,North Dakota,Billings County,2.2
2015,October,North Dakota,Golden Valley County,1.7
2015,October,North Dakota,Divide County,1.3
2015,October,North Dakota,Stark County,2.5
2015,October,North Dakota,Dunn County,1.7
2015,October,North Dakota,Rolette County,5.8
2015,October,North Dakota,Burke County,2.9
2015,October,North Dakota,McIntosh County,2
2015,October,North Dakota,Barnes County,2
2015,October,North Dakota,Sheridan County,3.1
2015,October,North Dakota,Kidder County,2.2
2015,October,North Dakota,Sargent County,1.2
2015,October,North Dakota,Richland County,1.8
2015,October,North Dakota,Lamoure County,1.5
2015,October,North Dakota,Walsh County,2.5
2015,October,North Dakota,Wells County,2.3
2015,October,North Dakota,Oliver County,3.6
2015,October,North Dakota,Grant County,2.2
2015,October,North Dakota,Grand Forks County,1.5
2015,October,North Dakota,Hettinger County,1.8
2015,October,North Dakota,Pembina County,3
2015,October,Pennsylvania,Wayne County,4.6
2015,October,Pennsylvania,Luzerne County,5.3
2015,October,Pennsylvania,Westmoreland County,4.5
2015,October,Pennsylvania,Allegheny County,4.2
2015,October,Pennsylvania,Wyoming County,5
2015,October,Pennsylvania,Jefferson County,5.4
2015,October,Pennsylvania,Cameron County,6.2
2015,October,Pennsylvania,Beaver County,5
2015,October,Pennsylvania,Erie County,4.6
2015,October,Pennsylvania,Monroe County,5.4
2015,October,Pennsylvania,Susquehanna County,4.5
2015,October,Pennsylvania,Adams County,3.2
2015,October,Pennsylvania,Schuylkill County,5.3
2015,October,Pennsylvania,Perry County,3.5
2015,October,Pennsylvania,York County,3.8
2015,October,Pennsylvania,Fulton County,5.2
2015,October,Pennsylvania,Cumberland County,3.4
2015,October,Pennsylvania,Lebanon County,3.7
2015,October,Pennsylvania,Mc Kean County,5.1
2015,October,Pennsylvania,Delaware County,4.1
2015,October,Pennsylvania,Potter County,5.9
2015,October,Pennsylvania,Pike County,5.4
2015,October,Pennsylvania,Lycoming County,5.3
2015,October,Pennsylvania,Northumberland County,5
2015,October,Pennsylvania,Berks County,4
2015,October,Pennsylvania,Franklin County,4.3
2015,October,Pennsylvania,Mercer County,4.7
2015,October,Pennsylvania,Bucks County,3.9
2015,October,Pennsylvania,Lawrence County,5.2
2015,October,Pennsylvania,Butler County,3.8
2015,October,Pennsylvania,Indiana County,5.2
2015,October,Pennsylvania,Crawford County,4.2
2015,October,Pennsylvania,Chester County,3.2
2015,October,Pennsylvania,Venango County,5.3
2015,October,Pennsylvania,Greene County,5.4
2015,October,Pennsylvania,Clearfield County,5.5
2015,October,Pennsylvania,Clarion County,4.5
2015,October,Pennsylvania,Blair County,4.2
2015,October,Pennsylvania,Carbon County,5
2015,October,Pennsylvania,Montour County,3.6
2015,October,Pennsylvania,Clinton County,5.4
2015,October,Pennsylvania,Tioga County,5.4
2015,October,Pennsylvania,Washington County,4.8
2015,October,Pennsylvania,Bradford County,5.2
2015,October,Pennsylvania,Centre County,3.1
2015,October,Pennsylvania,Dauphin County,3.9
2015,October,Pennsylvania,Sullivan County,5.7
2015,October,Pennsylvania,Lehigh County,4.5
2015,October,Pennsylvania,Northampton County,4.4
2015,October,Pennsylvania,Cambria County,5.2
2015,October,Pennsylvania,Lancaster County,3.3
2015,October,Pennsylvania,Juniata County,3.8
2015,October,Pennsylvania,Union County,3.5
2015,October,Pennsylvania,Lackawanna County,4.8
2015,October,Pennsylvania,Columbia County,4.3
2015,October,Pennsylvania,Fayette County,6.2
2015,October,Pennsylvania,Armstrong County,5.9
2015,October,Pennsylvania,Elk County,4.1
2015,October,Pennsylvania,Huntingdon County,5.4
2015,October,Pennsylvania,Snyder County,3.6
2015,October,Pennsylvania,Bedford County,4.8
2015,October,Pennsylvania,Montgomery County,3.5
2015,October,Pennsylvania,Mifflin County,4.6
2015,October,Pennsylvania,Warren County,4
2015,October,Pennsylvania,Philadelphia County,6.2
2015,October,Pennsylvania,Forest County,6
2015,October,Pennsylvania,Somerset County,5.4
2015,October,Kentucky,Monroe County,3.9
2015,October,Kentucky,Green County,4.7
2015,October,Kentucky,Taylor County,5.8
2015,October,Kentucky,Laurel County,5.7
2015,October,Kentucky,Madison County,3.9
2015,October,Kentucky,Knott County,9.5
2015,October,Kentucky,Breckinridge County,5.2
2015,October,Kentucky,Todd County,4.5
2015,October,Kentucky,Marion County,4.3
2015,October,Kentucky,Knox County,7.6
2015,October,Kentucky,Gallatin County,4.7
2015,October,Kentucky,Crittenden County,4.6
2015,October,Kentucky,Lincoln County,6.2
2015,October,Kentucky,Hardin County,4.6
2015,October,Kentucky,Pike County,9.7
2015,October,Kentucky,Logan County,4.1
2015,October,Kentucky,Lyon County,4.9
2015,October,Kentucky,Lawrence County,8.7
2015,October,Kentucky,Butler County,5.1
2015,October,Kentucky,Harlan County,11
2015,October,Kentucky,Boone County,3.8
2015,October,Kentucky,Clinton County,8
2015,October,Kentucky,Greenup County,6.9
2015,October,Kentucky,Larue County,4.6
2015,October,Kentucky,Spencer County,3.6
2015,October,Kentucky,Oldham County,3.5
2015,October,Kentucky,Christian County,5.6
2015,October,Kentucky,Scott County,3.6
2015,October,Kentucky,Grant County,4.8
2015,October,Kentucky,Graves County,5.5
2015,October,Kentucky,Bourbon County,4.5
2015,October,Kentucky,Robertson County,5.7
2015,October,Kentucky,Breathitt County,8.7
2015,October,Kentucky,Owen County,3.7
2015,October,Kentucky,Livingston County,6.1
2015,October,Kentucky,Mason County,5.3
2015,October,Kentucky,Jefferson County,4.4
2015,October,Kentucky,Campbell County,3.7
2015,October,Kentucky,Hart County,4.7
2015,October,Kentucky,Marshall County,4.9
2015,October,Kentucky,Pulaski County,5.3
2015,October,Kentucky,Anderson County,3.7
2015,October,Kentucky,Hopkins County,5
2015,October,Kentucky,Casey County,5
2015,October,Kentucky,Leslie County,9.9
2015,October,Kentucky,Garrard County,4.6
2015,October,Kentucky,Bracken County,5.6
2015,October,Kentucky,Morgan County,6.9
2015,October,Kentucky,Perry County,8
2015,October,Kentucky,Simpson County,4.4
2015,October,Kentucky,Meade County,4.9
2015,October,Kentucky,Trigg County,5
2015,October,Kentucky,Whitley County,6.4
2015,October,Kentucky,Johnson County,7.7
2015,October,Kentucky,Powell County,6.6
2015,October,Kentucky,Boyle County,5
2015,October,Kentucky,Caldwell County,5.1
2015,October,Kentucky,Muhlenberg County,6.3
2015,October,Kentucky,Menifee County,7.2
2015,October,Kentucky,Fayette County,3.5
2015,October,Kentucky,Russell County,10.2
2015,October,Kentucky,Elliott County,7.8
2015,October,Kentucky,Shelby County,3.7
2015,October,Kentucky,Warren County,4
2015,October,Kentucky,Letcher County,10.9
2015,October,Kentucky,Martin County,9.5
2015,October,Kentucky,Edmonson County,6.4
2015,October,Kentucky,McCracken County,5.2
2015,October,Kentucky,Lee County,8.9
2015,October,Kentucky,Fulton County,7.3
2015,October,Kentucky,Ballard County,6
2015,October,Kentucky,Woodford County,3.2
2015,October,Kentucky,McLean County,4.4
2015,October,Kentucky,Carlisle County,4.8
2015,October,Kentucky,Franklin County,3.8
2015,October,Kentucky,Mercer County,4.5
2015,October,Kentucky,Allen County,4.4
2015,October,Kentucky,Grayson County,6
2015,October,Kentucky,Clay County,9.1
2015,October,Kentucky,Henry County,4.6
2015,October,Kentucky,Rowan County,5.2
2015,October,Kentucky,Cumberland County,5
2015,October,Kentucky,Kenton County,4.1
2015,October,Kentucky,Boyd County,6
2015,October,Kentucky,Washington County,4.1
2015,October,Kentucky,Carter County,8.4
2015,October,Kentucky,Estill County,5.3
2015,October,Kentucky,Wolfe County,9.5
2015,October,Kentucky,Harrison County,4.2
2015,October,Kentucky,Floyd County,9.3
2015,October,Kentucky,Daviess County,4.3
2015,October,Kentucky,Rockcastle County,5.9
2015,October,Kentucky,Montgomery County,6
2015,October,Kentucky,Barren County,4.8
2015,October,Kentucky,Webster County,4.8
2015,October,Kentucky,Wayne County,6.9
2015,October,Kentucky,Owsley County,11
2015,October,Kentucky,Calloway County,4.2
2015,October,Kentucky,Henderson County,4.5
2015,October,Kentucky,Bath County,6.7
2015,October,Kentucky,Adair County,6.4
2015,October,Kentucky,Hancock County,4.6
2015,October,Kentucky,Carroll County,5.4
2015,October,Kentucky,Lewis County,7.1
2015,October,Kentucky,Jackson County,7.5
2015,October,Kentucky,McCreary County,7.5
2015,October,Kentucky,Fleming County,5.4
2015,October,Kentucky,Trimble County,5.1
2015,October,Kentucky,Ohio County,5.7
2015,October,Kentucky,Nelson County,4.5
2015,October,Kentucky,Bullitt County,4.1
2015,October,Kentucky,Bell County,8
2015,October,Kentucky,Jessamine County,3.9
2015,October,Kentucky,Metcalfe County,4.7
2015,October,Kentucky,Clark County,4.6
2015,October,Kentucky,Union County,6.6
2015,October,Kentucky,Hickman County,4.9
2015,October,Kentucky,Pendleton County,4.6
2015,October,Kentucky,Magoffin County,13.5
2015,October,Kentucky,Nicholas County,5.4
2015,October,Hawaii,Maui County,3.5
2015,October,Hawaii,Honolulu County,3.2
2015,October,Hawaii,Hawaii County,4.1
2015,October,Hawaii,Kauai County,3.9
2015,October,Nebraska,Red Willow County,2.5
2015,October,Nebraska,Madison County,2.4
2015,October,Nebraska,Stanton County,2.3
2015,October,Nebraska,Sarpy County,2.6
2015,October,Nebraska,Adams County,2.7
2015,October,Nebraska,Nance County,2.4
2015,October,Nebraska,Blaine County,4.9
2015,October,Nebraska,Knox County,2.6
2015,October,Nebraska,York County,2.5
2015,October,Nebraska,Fillmore County,2.7
2015,October,Nebraska,Lincoln County,2.7
2015,October,Nebraska,Gosper County,2.3
2015,October,Nebraska,Furnas County,2.5
2015,October,Nebraska,Pierce County,2.3
2015,October,Nebraska,Saline County,2.5
2015,October,Nebraska,Logan County,2.7
2015,October,Nebraska,Chase County,2
2015,October,Nebraska,Box Butte County,2.9
2015,October,Nebraska,Keya Paha County,1.9
2015,October,Nebraska,Butler County,2.5
2015,October,Nebraska,Custer County,2
2015,October,Nebraska,Harlan County,2.2
2015,October,Nebraska,Boone County,2.5
2015,October,Nebraska,Scotts Bluff County,3
2015,October,Nebraska,Sheridan County,2.5
2015,October,Nebraska,Otoe County,2.7
2015,October,Nebraska,Dawson County,2.9
2015,October,Nebraska,Brown County,3.7
2015,October,Nebraska,Dakota County,3
2015,October,Nebraska,Nemaha County,3
2015,October,Nebraska,Dixon County,2.8
2015,October,Nebraska,Grant County,2.4
2015,October,Nebraska,Howard County,2.9
2015,October,Nebraska,Deuel County,2.2
2015,October,Nebraska,Greeley County,2.6
2015,October,Nebraska,Jefferson County,2.4
2015,October,Nebraska,Colfax County,2.5
2015,October,Nebraska,Garden County,2.5
2015,October,Nebraska,Sioux County,2.3
2015,October,Nebraska,Burt County,3.1
2015,October,Nebraska,Richardson County,2.8
2015,October,Nebraska,Antelope County,2.2
2015,October,Nebraska,Garfield County,1.9
2015,October,Nebraska,Phelps County,2.2
2015,October,Nebraska,Holt County,2.2
2015,October,Nebraska,Keith County,2.4
2015,October,Nebraska,Dundy County,2.1
2015,October,Nebraska,Hayes County,2.5
2015,October,Nebraska,Nuckolls County,2.2
2015,October,Nebraska,Douglas County,3
2015,October,Nebraska,Lancaster County,2.4
2015,October,Nebraska,Seward County,2.5
2015,October,Nebraska,Frontier County,2.4
2015,October,Nebraska,Valley County,2.6
2015,October,Nebraska,Platte County,3.2
2015,October,Nebraska,Arthur County,5
2015,October,Nebraska,Thomas County,1.9
2015,October,Nebraska,Buffalo County,2.2
2015,October,Nebraska,Hooker County,3.3
2015,October,Nebraska,Merrick County,3.3
2015,October,Nebraska,Cedar County,2.4
2015,October,Nebraska,Dawes County,2.1
2015,October,Nebraska,Franklin County,2.1
2015,October,Nebraska,Johnson County,2.8
2015,October,Nebraska,Clay County,2.7
2015,October,Nebraska,Loup County,3
2015,October,Nebraska,Boyd County,2.4
2015,October,Nebraska,Washington County,2.6
2015,October,Nebraska,Rock County,2.5
2015,October,Nebraska,Kimball County,3.2
2015,October,Nebraska,Cherry County,2.3
2015,October,Nebraska,McPherson County,1.5
2015,October,Nebraska,Wheeler County,2
2015,October,Nebraska,Webster County,3.1
2015,October,Nebraska,Wayne County,2.3
2015,October,Nebraska,Saunders County,2.7
2015,October,Nebraska,Polk County,2.2
2015,October,Nebraska,Thayer County,2.4
2015,October,Nebraska,Kearney County,2.2
2015,October,Nebraska,Morrill County,2.6
2015,October,Nebraska,Pawnee County,2.3
2015,October,Nebraska,Perkins County,2
2015,October,Nebraska,Thurston County,4.9
2015,October,Nebraska,Gage County,3.1
2015,October,Nebraska,Hall County,3.1
2015,October,Nebraska,Cass County,2.8
2015,October,Nebraska,Banner County,2.6
2015,October,Nebraska,Dodge County,3
2015,October,Nebraska,Cuming County,2.4
2015,October,Nebraska,Hitchcock County,3.2
2015,October,Nebraska,Sherman County,2.7
2015,October,Nebraska,Cheyenne County,2.3
2015,October,Nebraska,Hamilton County,2.3
2015,October,Missouri,Monroe County,3.9
2015,October,Missouri,Madison County,4.5
2015,October,Missouri,Cole County,3
2015,October,Missouri,Chariton County,3.8
2015,October,Missouri,Camden County,4.8
2015,October,Missouri,Linn County,5.7
2015,October,Missouri,Knox County,2.8
2015,October,Missouri,Ralls County,3.3
2015,October,Missouri,Lincoln County,3.9
2015,October,Missouri,Pike County,3.5
2015,October,Missouri,Saline County,3.8
2015,October,Missouri,Bates County,4.6
2015,October,Missouri,Lawrence County,3.9
2015,October,Missouri,Butler County,5.2
2015,October,Missouri,Howell County,5.5
2015,October,Missouri,Boone County,2.7
2015,October,Missouri,Dade County,4.2
2015,October,Missouri,Benton County,5.4
2015,October,Missouri,Clinton County,3.6
2015,October,Missouri,Schuyler County,4.6
2015,October,Missouri,Clark County,6.3
2015,October,Missouri,Webster County,4.1
2015,October,Missouri,Mississippi County,4.6
2015,October,Missouri,Macon County,4
2015,October,Missouri,Christian County,3.4
2015,October,Missouri,Iron County,6.1
2015,October,Missouri,Scott County,4.4
2015,October,Missouri,Laclede County,5.5
2015,October,Missouri,Dunklin County,6.3
2015,October,Missouri,McDonald County,3.6
2015,October,Missouri,Livingston County,3.2
2015,October,Missouri,Barry County,4.1
2015,October,Missouri,Jefferson County,3.8
2015,October,Missouri,Saint Louis County,3.8
2015,October,Missouri,Pulaski County,4.8
2015,October,Missouri,Cape Girardeau County,3.6
2015,October,Missouri,New Madrid County,5.1
2015,October,Missouri,Jasper County,3.5
2015,October,Missouri,Vernon County,4.3
2015,October,Missouri,Stoddard County,5.1
2015,October,Missouri,Morgan County,5.4
2015,October,Missouri,Lafayette County,3.5
2015,October,Missouri,Marion County,3.6
2015,October,Missouri,Perry County,3.2
2015,October,Missouri,Howard County,3.6
2015,October,Missouri,Phelps County,4.1
2015,October,Missouri,Holt County,2.5
2015,October,Missouri,Douglas County,6.6
2015,October,Missouri,Pemiscot County,8
2015,October,Missouri,Gasconade County,3.2
2015,October,Missouri,Texas County,5.3
2015,October,Missouri,Caldwell County,3.3
2015,October,Missouri,Randolph County,4.6
2015,October,Missouri,Ozark County,6.4
2015,October,Missouri,Osage County,2.7
2015,October,Missouri,Saint Clair County,5.5
2015,October,Missouri,Scotland County,3.2
2015,October,Missouri,Oregon County,5.3
2015,October,Missouri,Shelby County,3.4
2015,October,Missouri,Platte County,3.4
2015,October,Missouri,Sullivan County,4.6
2015,October,Missouri,Taney County,4.8
2015,October,Missouri,Warren County,3.8
2015,October,Missouri,Wayne County,4.6
2015,October,Missouri,Stone County,5
2015,October,Missouri,Callaway County,3.6
2015,October,Missouri,Gentry County,3.1
2015,October,Missouri,Cedar County,4.4
2015,October,Missouri,Audrain County,3.7
2015,October,Missouri,Reynolds County,5.3
2015,October,Missouri,Ray County,3.8
2015,October,Missouri,Franklin County,3.8
2015,October,Missouri,Mercer County,3.5
2015,October,Missouri,Johnson County,4.2
2015,October,Missouri,Clay County,3.4
2015,October,Missouri,Henry County,4.6
2015,October,Missouri,Crawford County,4.6
2015,October,Missouri,Barton County,4.6
2015,October,Missouri,Washington County,5.2
2015,October,Missouri,Carter County,5.6
2015,October,Missouri,Harrison County,3.8
2015,October,Missouri,Putnam County,3.2
2015,October,Missouri,Andrew County,3.4
2015,October,Missouri,Saint Francois County,4.9
2015,October,Missouri,Daviess County,3.1
2015,October,Missouri,Montgomery County,3.8
2015,October,Missouri,Miller County,4.3
2015,October,Missouri,Nodaway County,3.5
2015,October,Missouri,Saint Charles County,3.2
2015,October,Missouri,Newton County,3.7
2015,October,Missouri,Moniteau County,3.8
2015,October,Missouri,Polk County,4.3
2015,October,Missouri,Dekalb County,3.4
2015,October,Missouri,Maries County,4.3
2015,October,Missouri,Buchanan County,4
2015,October,Missouri,Wright County,5.1
2015,October,Missouri,Sainte Genevieve County,4
2015,October,Missouri,Bollinger County,4.3
2015,October,Missouri,Grundy County,3.6
2015,October,Missouri,Adair County,4
2015,October,Missouri,Pettis County,4.2
2015,October,Missouri,Carroll County,4.2
2015,October,Missouri,Lewis County,4.1
2015,October,Missouri,Jackson County,4.9
2015,October,Missouri,Hickory County,5.6
2015,October,Missouri,Cass County,3.7
2015,October,Missouri,Atchison County,3.2
2015,October,Missouri,Dent County,5.2
2015,October,Missouri,Greene County,3.4
2015,October,Missouri,Worth County,2.6
2015,October,Missouri,Cooper County,4.6
2015,October,Missouri,Dallas County,4.9
2015,October,Missouri,Ripley County,6.7
2015,October,Missouri,Saint Louis City,5.1
2015,October,Missouri,Shannon County,6.4
2015,October,Ohio,Pickaway County,4.2
2015,October,Ohio,Monroe County,8.8
2015,October,Ohio,Madison County,3.5
2015,October,Ohio,Tuscarawas County,5
2015,October,Ohio,Williams County,3.7
2015,October,Ohio,Adams County,6.5
2015,October,Ohio,Marion County,4.6
2015,October,Ohio,Knox County,4.3
2015,October,Ohio,Champaign County,3.8
2015,October,Ohio,Fairfield County,3.9
2015,October,Ohio,Hardin County,4.2
2015,October,Ohio,Pike County,6.4
2015,October,Ohio,Logan County,3.6
2015,October,Ohio,Columbiana County,5.4
2015,October,Ohio,Lawrence County,5.3
2015,October,Ohio,Butler County,4.1
2015,October,Ohio,Defiance County,4.3
2015,October,Ohio,Trumbull County,5.8
2015,October,Ohio,Clinton County,5.3
2015,October,Ohio,Brown County,5.3
2015,October,Ohio,Clark County,4.5
2015,October,Ohio,Ross County,4.6
2015,October,Ohio,Holmes County,3
2015,October,Ohio,Huron County,5.1
2015,October,Ohio,Coshocton County,5.5
2015,October,Ohio,Medina County,3
2015,October,Ohio,Guernsey County,5.7
2015,October,Ohio,Mahoning County,5.4
2015,October,Ohio,Athens County,5.4
2015,October,Ohio,Jefferson County,6.6
2015,October,Ohio,Erie County,4.7
2015,October,Ohio,Wood County,3.8
